Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,212.83999633789062,213.00999450683594,206.36000061035156,207.9499969482422,192.8322296142578,2328900
2021-01-05,206.97999572753906,210.19000244140625,206.97999572753906,208.4600067138672,193.30517578125,2172100
2021-01-06,209.4499969482422,213.97999572753906,209.22999572753906,212.25999450683594,196.8289031982422,2747900
2021-01-07,212.88999938964844,214.00999450683594,210.8000030517578,212.61000061035156,197.1534881591797,2057300
2021-01-08,212.8000030517578,213.41000366210938,207.6699981689453,210.02999877929688,194.76100158691406,3278900
2021-01-11,208.11000061035156,209.6199951171875,207.8300018310547,208.36000061035156,193.2124481201172,2938900
2021-01-12,207.86000061035156,209.47999572753906,205.25999450683594,208.8800048828125,193.69464111328125,2498800
2021-01-13,208.27999877929688,208.6199951171875,206.39999389648438,207.02000427246094,191.9698486328125,2145100
2021-01-14,208.0399932861328,209.77999877929688,207.17999267578125,208.61000061035156,193.4442596435547,3661500
2021-01-15,207.52999877929688,207.86000061035156,205.1999969482422,205.97000122070312,190.9962158203125,3887500
2021-01-19,208.24000549316406,208.75999450683594,206.4499969482422,206.75999450683594,191.72877502441406,2656300
2021-01-20,207.9199981689453,208.6699981689453,206.6699981689453,208.0800018310547,192.95278930664062,2452400
2021-01-21,206.86000061035156,207.80999755859375,205.10000610351562,205.22999572753906,190.30999755859375,2705100
2021-01-22,204.25999450683594,204.4600067138672,201.38999938964844,202.25,187.546630859375,3502700
2021-01-25,201.33999633789062,202.55999755859375,200.10000610351562,201.8699951171875,187.19427490234375,4737700
2021-01-26,203.83999633789062,204.77000427246094,200.97999572753906,201.05999755859375,186.44314575195312,2201900
2021-01-27,198.11000061035156,200.75999450683594,196.52999877929688,199.3800048828125,184.88528442382812,4108600
2021-01-28,200.6199951171875,205.35000610351562,199.6300048828125,202.83999633789062,188.09376525878906,3731700
2021-01-29,196.50999450683594,200.94000244140625,194.5500030517578,195.3699951171875,181.16677856445312,4635100
2021-02-01,197.5500030517578,197.77000427246094,195.27999877929688,195.55999755859375,181.3429718017578,2889000
2021-02-02,197.8300018310547,200.8699951171875,197.50999450683594,200.1199951171875,185.5714874267578,2767800
2021-02-03,199.6300048828125,199.89999389648438,197.41000366210938,199.13999938964844,184.66275024414062,1910100
2021-02-04,199.8300018310547,201.4600067138672,198.8300018310547,200.58999633789062,186.00730895996094,2273300
2021-02-05,202.22999572753906,203.8699951171875,201.27999877929688,202.9199981689453,188.1678924560547,1868100
2021-02-08,203.82000732421875,204.89999389648438,202.55999755859375,203.86000061035156,189.03956604003906,2075700
2021-02-09,203.60000610351562,203.8000030517578,201.0800018310547,202.02000427246094,187.33334350585938,1794000
2021-02-10,203.0,203.35000610351562,201.17999267578125,202.16000366210938,187.46319580078125,1894600
2021-02-11,202.17999267578125,203.10000610351562,200.8800048828125,202.17999267578125,187.48170471191406,1709000
2021-02-12,202.3699951171875,203.7899932861328,201.64999389648438,203.57000732421875,188.7706756591797,1990300
2021-02-16,204.86000061035156,205.57000732421875,201.8800048828125,203.44000244140625,188.65011596679688,2283400
2021-02-17,201.36000061035156,202.19000244140625,199.86000061035156,201.89999389648438,187.22206115722656,2910200
2021-02-18,201.5,204.82000732421875,200.64999389648438,203.52000427246094,188.72430419921875,1764900
2021-02-19,204.1199951171875,206.8300018310547,203.32000732421875,203.55999755859375,188.76136779785156,2434400
2021-02-22,203.0399932861328,204.3000030517578,202.4199981689453,203.6199951171875,188.8170166015625,2205300
2021-02-23,205.00999450683594,205.83999633789062,202.97000122070312,205.0399932861328,190.1337890625,2459300
2021-02-24,204.88999938964844,212.13999938964844,203.5,211.02999877929688,195.68832397460938,3341500
2021-02-25,209.9499969482422,210.4600067138672,204.25999450683594,204.7899932861328,190.74253845214844,2735000
2021-02-26,205.6300048828125,205.8000030517578,202.07000732421875,202.35000610351562,188.46995544433594,3665700
2021-03-01,204.3300018310547,208.14999389648438,203.69000244140625,206.22000122070312,192.07449340820312,2536000
2021-03-02,206.77000427246094,207.99000549316406,205.17999267578125,206.5800018310547,192.40980529785156,2500200
2021-03-03,206.1199951171875,209.4499969482422,206.1199951171875,207.00999450683594,192.810302734375,2706400
2021-03-04,207.35000610351562,208.0399932861328,200.50999450683594,202.94000244140625,189.01947021484375,2798800
2021-03-05,204.52999877929688,207.4600067138672,201.77999877929688,206.5800018310547,192.40980529785156,2857800
2021-03-08,207.5399932861328,212.4499969482422,207.1999969482422,207.6999969482422,193.45294189453125,3215900
2021-03-09,208.99000549316406,209.94000244140625,206.49000549316406,207.61000061035156,193.36912536621094,2643300
2021-03-10,207.67999267578125,213.27000427246094,207.64999389648438,212.91000366210938,198.3055877685547,4332500
2021-03-11,211.7899932861328,214.75999450683594,211.1999969482422,212.5,197.92369079589844,2959700
2021-03-12,213.2899932861328,215.38999938964844,213.1999969482422,214.3800048828125,199.67474365234375,1839200
2021-03-15,213.7100067138672,217.0,212.6999969482422,216.1999969482422,201.36988830566406,2561000
2021-03-16,216.36000061035156,216.47000122070312,211.41000366210938,211.80999755859375,197.2810516357422,2577700
2021-03-17,213.5,214.42999267578125,211.94000244140625,213.02999877929688,198.41737365722656,2730200
2021-03-18,213.5,219.0,213.17999267578125,215.02000427246094,200.27084350585938,4293900
2021-03-19,215.3699951171875,215.58999633789062,212.1699981689453,212.91000366210938,198.3055877685547,10110800
2021-03-22,211.11000061035156,212.67999267578125,209.52999877929688,212.1300048828125,197.57908630371094,3306500
2021-03-23,210.4199981689453,212.35000610351562,207.8699951171875,208.58999633789062,194.28187561035156,1913800
2021-03-24,209.9600067138672,215.0500030517578,209.88999938964844,212.22000122070312,197.66293334960938,2562100
2021-03-25,212.2100067138672,214.0500030517578,208.25,213.8800048828125,199.20904541015625,2217500
2021-03-26,215.1199951171875,218.69000244140625,214.13999938964844,218.52999877929688,203.54006958007812,2540000
2021-03-29,217.64999389648438,219.6699981689453,217.13999938964844,218.8800048828125,203.86605834960938,3063900
2021-03-30,219.0,219.30999755859375,217.0500030517578,218.08999633789062,203.13026428222656,2448100
2021-03-31,218.19000244140625,219.1699981689453,216.75,217.07000732421875,202.1802215576172,2450000
